time,frame,controller,path_name,target_speed,x,y,yaw,speed,steering_angle_rad,steer_normalized,throttle,brake,reference_x,reference_y,closest_path_index,path_progress_m,cross_track_error,heading_error,distance_to_goal,collision
0.0,0,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.0924065932633637,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.05,1,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.08096824586393302,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.1,2,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.0652239248156555,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.15000000000000002,3,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.04996738210320635,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.2,4,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.03701581805945076,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.25,5,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.02677068673075944,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.30000000000000004,6,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.019015597179567464,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.35000000000000003,7,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.013317126780748374,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.4,8,stanley,smooth_curvy,10.0,11.508437156677246,-109.58821868896484,-1.5747207609772373,0.009221515618439565,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-1.2093272328965789e-05,0.6018174481436303,324.068300328854,False
0.45,9,stanley,smooth_curvy,10.0,11.5099458694458,-109.59442138671875,-1.573279591353341,0.3791871021544673,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-0.0022566192770842215,0.6003762785197337,324.0656202166414,False
0.5,10,stanley,smooth_curvy,10.0,11.520440101623535,-109.63748168945312,-1.5646363020354888,1.1686978952478737,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-0.017821631347521016,0.5917329892018817,324.0469971492933,False
0.55,11,stanley,smooth_curvy,10.0,11.54028034210205,-109.71513366699219,-1.5500672129761013,1.8811150504731384,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-0.045133679756004644,0.577163900142494,324.012527780208,False
0.6000000000000001,12,stanley,smooth_curvy,10.0,11.569052696228027,-109.81976318359375,-1.5309244110606117,2.400863811115539,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-0.08024884400338864,0.5580210982270044,323.9641077234938,False
0.65,13,stanley,smooth_curvy,10.0,11.606514930725098,-109.94644927978516,-1.507657038406862,2.859514717082927,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-0.12059731641631123,0.5347537255732546,323.90294395185157,False
0.7000000000000001,14,stanley,smooth_curvy,10.0,11.65308666229248,-110.09236907958984,-1.4807513882299004,3.272430689089907,0.6108652381980153,0.5000000544956811,1.0,0.0,11.508452,-109.588219,0,0.0,-0.16424327070127231,0.5078480753962928,323.8291884402231,False
0.75,15,stanley,smooth_curvy,10.0,11.709477424621582,-110.25540924072266,-1.4504439492345262,3.652398600059546,0.3437944287416741,0.2813995990559659,1.0,0.0,11.508452,-109.588219,0,0.0,-0.20941065547654397,0.4775406364009189,323.74257102024575,False
0.8,16,stanley,smooth_curvy,10.0,11.771272659301758,-110.43771362304688,-1.4224184398191864,4.0494927381879515,0.264915023219944,0.21683592020628253,1.0,0.0,11.508452,-109.588219,0,0.0,-0.260954990446304,0.44951512698557927,323.647035916399,False
0.8500000000000001,17,stanley,smooth_curvy,10.0,11.831398963928223,-110.64168548583984,-1.402196125555833,4.421162684908181,0.2040043796969111,0.16697987475389556,1.0,0.0,11.508452,-109.588219,0,0.0,-0.3260754088085108,0.42929281272222575,323.54909687462276,False
0.9,18,stanley,smooth_curvy,10.0,11.89267635345459,-110.86468505859375,-1.3861307394379847,4.779391953880419,0.1534135416964988,0.12557070596274447,1.0,0.0,11.508452,-109.588219,0,0.0,-0.40095516924151026,0.4132274266043776,323.4465242916301,False
0.9500000000000001,19,stanley,smooth_curvy,10.0,11.956466674804688,-111.10554504394531,-1.3730052168474747,5.131291255019349,0.11005798609513562,0.09008369703206907,1.0,0.0,11.508452,-109.588219,0,0.0,-0.48381159897918874,0.4001019040138676,323.33823738163176,False
1.0,20,stanley,smooth_curvy,10.0,12.022905349731445,-111.36382293701172,-1.3627552424439777,5.47433370689413,0.07334199695313393,0.060031247778257,1.0,0.0,11.508452,-109.588219,0,0.0,-0.5742836817691155,0.3898519296103702,323.22422221976,False
1.05,21,stanley,smooth_curvy,10.0,12.091023445129395,-111.63530731201172,-1.3546979817239975,5.63035575371594,0.04865026023418961,0.03982078410629539,1.0,0.0,11.508452,-109.588219,0,0.0,-0.6708016425184351,0.3817946688903904,323.10625830508275,False
1.1,22,stanley,smooth_curvy,10.0,12.159886360168457,-111.91300201416016,-1.3493424979299027,5.796418596651706,0.027678969658081254,0.022655547364668974,1.0,0.0,11.508452,-109.588219,0,0.0,-0.7701997994787305,0.37643918509629515,322.9866013653004,False
1.1500000000000001,23,stanley,smooth_curvy,10.0,12.229914665222168,-112.20124816894531,-1.344684362867245,6.032734906533034,0.005823163669282039,0.004766324828970681,1.0,0.0,11.508452,-109.588219,0,0.0,-0.8745741706710853,0.3717810500336376,322.8640449496386,False
1.2000000000000002,24,stanley,smooth_curvy,10.0,12.302801132202148,-112.50597381591797,-1.342394576961995,6.463371160080097,-0.0178382590446704,-0.01460081526451517,1.0,0.0,11.508452,-109.588219,0,0.0,-0.9858625471768458,0.3694912641283876,322.73585329476396,False
1.25,25,stanley,smooth_curvy,10.0,12.377721786499023,-112.82779693603516,-1.342350501645954,6.699834885212008,-0.031879683749874044,-0.026093879002286775,1.0,0.0,14.988426,-114.697952,1,6.182199476882404,-2.6180244571537368,-0.2323708324682059,322.6027642893533,False
1.3,26,stanley,smooth_curvy,10.0,12.453763008117676,-113.16384887695312,-1.3441818243695471,7.020403084180834,-0.04481117232213272,-0.03667844755608572,1.0,0.0,14.988426,-114.697952,1,6.182199476882404,-2.54066481832673,-0.230539509744613,322.46624851049523,False
1.35,27,stanley,smooth_curvy,10.0,12.530855178833008,-113.5155029296875,-1.3476495264249393,7.323807780027279,-0.0543740342317891,-0.044505757373333725,1.0,0.0,14.988426,-114.697952,1,6.182199476882404,-2.462193000252488,-0.22707180768922086,322.32616497426454,False
1.4000000000000001,28,stanley,smooth_curvy,10.0,12.608969688415527,-113.88461303710938,-1.3526753108760823,7.697078155526387,-0.06248805918200295,-0.051147177875921136,1.0,0.0,14.988426,-114.697952,1,6.182199476882404,-2.382630336219469,-0.22204602323807787,322.18225296630845,False
1.4500000000000002,29,stanley,smooth_curvy,10.0,12.68775749206543,-114.27177429199219,-1.3589092383557397,8.040816711835141,-0.06765637947014147,-0.055377506046735664,1.0,0.0,14.988426,-114.697952,1,6.182199476882404,-2.3023235326013496,-0.21581209575842042,322.03480425908793,False
1.5,30,stanley,smooth_curvy,10.0,12.766942977905273,-114.67811584472656,-1.3662066992167203,8.439156662167244,-0.07153405827990245,-0.05855142967990327,1.0,0.0,14.988426,-114.697952,1,6.182199476882404,-2.2215437672404126,-0.2085146348974396,321.8839487141044,False
1.55,31,stanley,smooth_curvy,10.0,12.846123695373535,-115.10344696044922,-1.3745418607964504,8.79821206138726,-0.0727661805119415,-0.059559935557537066,0.9408045723757334,0.0,14.988426,-114.697952,1,6.182199476882404,-2.1406942362319827,-0.2001794733177098,321.7301844476819,False
1.6,32,stanley,smooth_curvy,10.0,12.92491340637207,-115.5484619140625,-1.383621775375021,9.199071595000188,-0.07289051125502821,-0.05966170166638003,0.7604177822499155,0.0,14.984501,-115.697945,2,7.18220017971916,-2.060158308828956,-0.19109856267153802,321.5738403268441,False
1.6500000000000001,33,stanley,smooth_curvy,10.0,13.002853393554688,-116.01264190673828,-1.3932606874663993,9.554101824050138,-0.07112460536194654,-0.05821628787040156,0.6006541791774381,0.0,14.984501,-115.697945,2,7.18220017971916,-1.9803974788605825,-0.18145965058015978,321.41553651577004,False
1.7000000000000002,34,stanley,smooth_curvy,10.0,13.079216003417969,-116.493896484375,-1.4031921478035227,9.863064425067622,-0.0679586960565488,-0.05562495556624756,0.4616210087195703,0.0,14.980577,-116.697937,3,8.182199878639107,-1.9021472099514765,-0.17152919023563573,321.25643218131165,False
1.75,35,stanley,smooth_curvy,10.0,13.153151512145996,-116.98755645751953,-1.413097908636127,10.051904113631966,-0.06323490147351363,-0.051758476674910854,0.37643553241108724,0.0,14.980577,-116.697937,3,8.182199878639107,-1.826274654766976,-0.16162342940303098,321.09824282528103,False
1.8,36,stanley,smooth_curvy,10.0,13.224068641662598,-117.48870849609375,-1.422659855372002,10.165354756710496,-0.0579110194813941,-0.04740081950319035,0.32472132399890696,0.0,14.976652,-117.697929,4,9.18219958148357,-1.7533908460448702,-0.15206047875055884,320.9424467547111,False
1.85,37,stanley,smooth_curvy,10.0,13.29173469543457,-117.9936294555664,-1.4316976920053495,10.203911047918911,-0.05230646348836521,-0.042813427511128474,0.3065553487634444,0.0,14.976652,-117.697929,4,9.18219958148357,-1.6837440047673344,-0.14302264211721116,320.78993996075656,False
1.9000000000000001,38,stanley,smooth_curvy,10.0,13.356002807617188,-118.50064849853516,-1.4401096857825282,10.2330429918209,-0.0471204706634718,-0.03856863417060387,0.2925138020402657,0.0,14.972728,-118.697922,5,10.18220028039583,-1.6174870377197639,-0.13461165225663008,320.6411679120604,False
1.9500000000000002,39,stanley,smooth_curvy,10.0,13.41688346862793,-119.00797271728516,-1.4477927723693522,10.210924505889405,-0.04216767054504622,-0.034514711677937376,0.3016234226858809,0.0,14.972728,-118.697922,5,10.18220028039583,-1.5546155975131188,-0.12692856566980604,320.4964313931728,False
2.0,40,stanley,smooth_curvy,10.0,13.474483489990234,-119.5147933959961,-1.4547671917901064,10.196318288644395,-0.037897503743061556,-0.03101953221741309,0.3074109472915579,0.0,14.968803,-119.697914,6,11.182199983240277,-1.495026748079887,-0.1199541462490501,320.35576324426154,False
2.0500000000000003,41,stanley,smooth_curvy,10.0,13.528979301452637,-120.02009582519531,-1.4610324114125723,10.144943059048622,-0.034007513010359425,-0.027835531137115444,0.32995002837346155,0.0,14.968803,-119.697914,6,11.182199983240277,-1.43854804376641,-0.11368892662658414,320.2191562050827,False
2.1,42,stanley,smooth_curvy,10.0,13.580592155456543,-120.52373504638672,-1.4666720544949785,10.114335154476558,-0.03083012732077428,-0.025234805283680342,0.3432662448129838,0.0,14.964878,-120.697906,7,12.18219968608474,-1.384958464663007,-0.1080472796359766,320.0864117982176,False
2.15,43,stanley,smooth_curvy,10.0,13.629555702209473,-121.02528381347656,-1.4717287316147665,10.056727024364191,-0.027996454884513078,-0.02291541258631059,0.36896299526609233,0.0,14.964878,-120.697906,7,12.18219968608474,-1.3340277202379056,-0.10299060251618908,319.95736339241523,False
2.2,44,stanley,smooth_curvy,10.0,13.676104545593262,-121.5250473022461,-1.47630071341616,10.028212859524464,-0.025788518640132985,-0.02110819198595425,0.38168151800587163,0.0,14.960955,-121.697899,8,13.182200381073502,-1.285519168321326,-0.09842162461558779,319.831724348881,False
2.25,45,stanley,smooth_curvy,10.0,13.720452308654785,-122.0229263305664,-1.4804393989081976,9.977996339690183,-0.02381693948117425,-0.01949443231315,0.40436696657253746,0.0,14.960955,-121.697899,8,13.182200381073502,-1.2392170733995564,-0.09428293912355024,319.70929388461025,False
2.3000000000000003,46,stanley,smooth_curvy,10.0,13.762802124023438,-122.51946258544922,-1.4842338708293425,9.960735462510604,-0.022339569960797778,-0.018285188777083797,0.41229141945330555,0.0,14.957029,-122.697891,9,14.18220008784345,-1.1949178343444091,-0.0904864632932183,319.5897809643897,False
2.35,47,stanley,smooth_curvy,10.0,13.803319931030273,-123.01469421386719,-1.4877247423862183,9.923551344553415,-0.020984269021695034,-0.01717585974502361,0.4293300671558269,0.0,14.957029,-122.697891,9,14.18220008784345,-1.1524570517286716,-0.08699559173634253,319.4730119699643,False
2.4000000000000004,48,stanley,smooth_curvy,10.0,13.84216022491455,-123.50921630859375,-1.4909811226091128,9.919974058529917,-0.020001836971870635,-0.016371728084332723,0.43125994963228137,0.0,14.953105,-123.697884,10,15.18220078675571,-1.1116765542519549,-0.08373921543744789,319.35873957918125,False
2.45,49,stanley,smooth_curvy,10.0,13.879446983337402,-124.0030517578125,-1.494030575215308,9.89591577262092,-0.019041656920725902,-0.01558580993434232,0.442502515200846,0.0,14.953105,-123.697884,10,15.18220078675571,-1.0724522720107872,-0.08068976283125284,319.2468365503324,False
2.5,50,stanley,smooth_curvy,10.0,13.915287971496582,-124.49678802490234,-1.4969238334235702,9.90420114323349,-0.018350528893841034,-0.01502011388634767,0.439157293852256,0.0,14.949181,-124.697876,11,16.182200485675654,-1.0346743351206624,-0.0777975046155861,319.13710713167706,False
2.5500000000000003,51,stanley,smooth_curvy,10.0,13.949766159057617,-124.99037170410156,-1.4996728814588045,9.89022366215599,-0.01761437740760785,-0.014417565631483062,0.44588626568850714,0.0,14.949181,-124.697876,11,16.182200485675654,-0.9982590966232815,-0.07504845658035197,319.0294784817742,False
2.6,52,stanley,smooth_curvy,10.0,13.982958793640137,-125.48422241210938,-1.502313139363509,9.906505697528825,-0.01707384836227055,-0.013975136540375506,0.4389333269806158,0.0,14.945256,-125.697868,12,17.182200188520117,-0.9631281424242397,-0.07240719475905344,318.9238135930454,False
2.6500000000000004,53,stanley,smooth_curvy,10.0,14.014923095703125,-125.97828674316406,-1.504846737666556,9.898456021539523,-0.016448974821154483,-0.013463670532696632,0.4429618570896435,0.0,14.945256,-125.697868,12,17.182200188520117,-0.9292253793713633,-0.06987359645600666,318.8200663998376,False
2.7,54,stanley,smooth_curvy,10.0,14.045711517333984,-126.47286224365234,-1.5072969790274833,9.91859039016175,-0.01597603435949324,-0.01307656345601734,0.43422702964899446,0.0,14.941332,-126.697861,13,18.182200887432376,-0.8964967042197838,-0.06742435901167321,318.7181447255815,False
2.75,55,stanley,smooth_curvy,10.0,14.07536792755127,-126.96772003173828,-1.509659069756329,9.912668881070749,-0.015401138116310609,-0.01260600442769774,0.437241033215662,0.0,14.941332,-126.697861,13,18.182200887432376,-0.8648982050458744,-0.06506226828282724,318.6180414898996,False
2.8000000000000003,56,stanley,smooth_curvy,10.0,14.10393238067627,-127.46315002441406,-1.5119505867162877,9.93336618754505,-0.014949571460614486,-0.01223639205112426,0.42819378055204665,0.0,14.937407,-127.697853,14,19.182200590276825,-0.8343894086493899,-0.06277075132287058,318.51967895723766,False
2.85,57,stanley,smooth_curvy,10.0,14.131439208984375,-127.9588623046875,-1.514161942527435,9.926913149289888,-0.014397974506256794,-0.011784903752244997,0.4313899951697097,0.0,14.937407,-127.697853,14,19.182200590276825,-0.8049371209439268,-0.0605593955117234,318.42306747415967,False
2.9000000000000004,58,stanley,smooth_curvy,10.0,14.157919883728027,-128.45509338378906,-1.5163080508918754,9.94619665444646,-0.013958256419210446,-0.011424989562112865,0.4229276312314663,0.0,14.933482,-128.697845,15,20.182200293121287,-0.7765086953835201,-0.058412255762915866,318.3281459459236,False
2.95,59,stanley,smooth_curvy,10.0,14.183406829833984,-128.95150756835938,-1.5183778596910849,9.93786957417387,-0.013423747235074224,-0.010987487794972006,0.42692333905743635,0.0,14.933482,-128.697845,15,20.182200293121287,-0.7490740312329028,-0.05634244696370638,318.2349316392978,False
3.0,60,stanley,smooth_curvy,10.0,14.207930564880371,-129.4483184814453,-1.5203836194660783,9.954997088622914,-0.012995064587268512,-0.010636606235732374,0.419395969200875,0.0,14.929558,-129.697845,16,21.182207991979652,-0.7226012751883681,-0.05433774604828834,318.1433676723971,False
3.0500000000000003,61,stanley,smooth_curvy,10.0,14.231520652770996,-129.94520568847656,-1.5223149438886037,9.944520383711087,-0.012483386996118728,-0.0102177923837381,0.42433240487635293,0.0,14.929558,-129.697845,16,21.182207991979652,-0.697061072492009,-0.052406421625763144,318.05347045898424,False
3.1,62,stanley,smooth_curvy,10.0,14.25421142578125,-130.44236755371094,-1.5241844829738391,9.95961709372423,-0.012072631222261876,-0.009881584172056774,0.4177004169955416,0.0,14.925633,-130.69783,17,22.182200694878038,-0.6724188320006389,-0.050535823680951886,317.9651814273455,False
3.1500000000000004,63,stanley,smooth_curvy,10.0,14.276028633117676,-130.93951416015625,-1.5259826493418607,9.947373128805612,-0.011589102644150362,-0.009485810603210142,0.42342070869369713,0.0,14.925633,-130.69783,17,22.182200694878038,-0.6486510043656606,-0.04873765731293034,317.87851518823317,False
3.2,64,stanley,smooth_curvy,10.0,14.297003746032715,-131.43685913085938,-1.527721294059519,9.961013997086328,-0.01120375694815845,-0.009170400825492236,0.41743826197902983,0.0,14.921709,-131.69783,18,23.182208393736403,-0.6257247600270152,-0.04700007145484797,317.7934141515129,False
3.25,65,stanley,smooth_curvy,10.0,14.317161560058594,-131.93408203125,-1.5293916286952167,9.947652425474905,-0.010753253471772695,-0.008801658673118598,0.42355640853629284,0.0,14.921709,-131.69783,18,23.182208393736403,-0.6036154871507021,-0.04532973681915031,317.7098964380721,False
3.3000000000000003,66,stanley,smooth_curvy,10.0,14.336536407470703,-132.43148803710938,-1.5310053711577503,9.960503998552422,-0.010397958598606483,-0.008510845831207373,0.41777320065141005,0.0,14.917784,-132.697815,19,24.18220109663476,-0.582288440617237,-0.043715935481638546,317.627890219237,False
3.35,67,stanley,smooth_curvy,10.0,14.35515308380127,-132.9287567138672,-1.5325563961766122,9.946624897222812,-0.009981043084155594,-0.008169595802706051,0.4240187962497348,0.0,14.917784,-132.697815,19,24.18220109663476,-0.5617201431635253,-0.04216491046277682,317.5474124890063,False
3.4000000000000004,68,stanley,smooth_curvy,10.0,14.373042106628418,-133.42613220214844,-1.5340542911317274,9.959187100744353,-0.00965309217386423,-0.00790116430134693,0.41836580466504103,0.0,14.913859,-133.697815,20,25.182208799417594,-0.5418788206883925,-0.040666074383040485,317.4684034622771,False
3.45,69,stanley,smooth_curvy,10.0,14.390223503112793,-133.92337036132812,-1.5354938628589698,9.945188053290837,-0.009269044036209095,-0.007586816589692913,0.4246653760191236,0.0,14.913859,-133.697815,20,25.182208799417594,-0.522746379701892,-0.03922650265579808,317.3908742399152,False
